,Class,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
975,0,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
976,0,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
977,0,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
978,0,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
979,0,12,2,1,2,15,51.89,0.23,4.38,11.86,227.03,0.02,12.61,6,1,3,0,7,4,10,5,3
980,0,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
981,0,59,7,7,6,182,1016.46,0.05,21.95,46.31,22309.61,0.34,1239.42,47,4,5,1,19,29,115,67,13
982,0,53,6,4,5,131,706.39,0.06,17.25,40.95,12185.29,0.24,676.96,39,2,9,1,18,24,85,46,11
983,0,28,3,1,3,60,271.41,0.16,6.43,42.22,1744.8,0.09,96.93,23,2,1,0,9,14,40,20,5
984,0,6,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,4,0,0,0,5,3,6,3,1
985,0,62,7,7,6,158,857.35,0.05,19.44,44.1,16666.88,0.29,925.94,48,3,9,0,18,25,104,54,13
986,0,6,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,4,0,0,0,5,3,6,3,1
987,0,50,4,3,4,165,926.43,0.08,12.57,73.68,11648.46,0.31,647.14,44,1,3,0,15,34,108,57,10
988,0,131,9,7,7,275,1656.15,0.04,27.12,61.08,44908.66,0.55,2494.93,88,8,28,2,22,43,169,106,17
989,0,2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1
990,0,91,9,4,8,199,1117.33,0.06,16.97,65.84,18960.71,0.37,1053.37,70,6,13,0,16,33,129,70,17
991,0,4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1
992,0,49,8,3,7,95,483.31,0.07,14.67,32.95,7088.53,0.16,393.81,40,4,3,0,16,18,62,33,15
993,0,63,5,1,5,103,489.75,0.09,10.59,46.25,5185.62,0.16,288.09,48,3,10,0,10,17,67,36,9
994,0,131,9,7,7,275,1656.15,0.04,27.12,61.08,44908.66,0.55,2494.93,88,8,28,2,22,43,169,106,17
995,0,21,2,1,2,36,144,0.11,9.17,15.71,1320,0.05,73.33,15,1,3,0,10,6,25,11,3
996,0,9,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,4,1,2,0,5,3,6,3,1
997,0,34,5,4,4,66,320.63,0.09,10.73,29.87,3441.39,0.11,191.19,30,0,2,0,14,15,43,23,9
998,0,6,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,4,0,0,0,5,3,6,3,1
999,0,2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1
1000,0,56,7,1,5,123,603.55,0.08,12.16,49.64,7337.87,0.2,407.66,45,2,7,0,11,19,81,42,13
1001,0,17,2,1,2,27,99.91,0.19,5.25,19.03,524.54,0.03,29.14,13,1,1,0,7,6,18,9,3
1002,0,65,7,7,6,143,755.81,0.05,18.93,39.92,14308.91,0.25,794.94,48,10,4,1,17,22,94,49,13
1003,0,29,4,1,3,56,260.06,0.12,8.64,30.09,2247.63,0.09,124.87,22,1,2,0,11,14,34,22,7
1004,0,10,1,1,1,16,53.15,0.38,2.67,19.93,141.74,0.02,7.87,6,0,2,0,4,6,8,8,1
1005,0,2,1,1,1,3,4.75,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1
1006,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
1007,0,4,1,1,1,6,15.51,0.67,1.5,10.34,23.26,0.01,1.29,3,0,0,0,3,3,3,3,1
1008,0,4,1,1,1,2,2,2,0.5,4,1,0,0.06,3,0,0,0,1,1,1,1,1
1009,0,2,1,1,1,3,4.75,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1
1010,0,2,1,1,1,3,4.75,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1
1011,0,6,1,1,1,9,25.27,0.67,1.5,16.84,37.9,0.01,2.11,3,0,0,0,3,4,5,4,1
1012,0,4,1,1,1,2,2,2,0.5,4,1,0,0.06,3,0,0,0,1,1,1,1,1
1013,0,4,1,1,1,3,4.75,2,0.5,9.51,2.38,0,0.13,3,0,0,0,1,2,1,2,1
1014,0,25,2,1,2,35,151.27,0.12,8.5,17.8,1285.77,0.05,71.43,18,0,3,0,10,10,18,17,3
1015,0,7,1,1,1,12,36,0.33,3,12,108,0.01,6,5,0,0,0,4,4,6,6,1
1016,0,2,1,1,1,3,4.75,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1
1017,0,2,1,1,1,3,4.75,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1
1018,0,72,7,5,6,156,913.85,0.05,18.94,48.24,17312.29,0.3,961.79,55,2,13,0,22,36,94,62,13
1019,0,45,3,1,3,76,376.52,0.1,10.47,35.95,3942.99,0.13,219.05,25,6,8,2,13,18,47,29,5
1020,0,1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1
1021,0,1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1
1022,0,7,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,3,1,1,0,5,3,6,3,1
1023,0,1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1
1024,0,2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1
1025,0,41,2,1,2,149,798.28,0.1,9.93,80.38,7927.7,0.27,440.43,36,0,3,0,12,29,101,48,6
1026,0,5,1,1,1,10,31.7,0.4,2.5,12.68,79.25,0.01,4.4,0,0,0,0,5,4,6,4,1
1027,0,30,3,1,3,53,221.01,0.09,10.63,20.8,2348.19,0.07,130.44,21,5,2,0,10,8,36,17,5
1028,0,53,5,5,3,140,754.92,0.06,15.83,47.68,11952.97,0.25,664.05,40,4,7,0,15,27,83,57,9
1029,0,123,15,9,12,350,2218.95,0.03,32.61,68.03,72378.03,0.74,4021,108,2,11,0,26,55,212,138,29
1030,0,2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1
1031,0,6,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,4,0,0,0,5,3,6,3,1
1032,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1033,0,44,5,4,5,88,423.05,0.08,12.57,33.66,5316.29,0.14,295.35,34,2,6,0,13,15,59,29,9
1034,0,13,1,1,1,14,46.51,0.4,2.5,18.6,116.27,0.02,6.46,5,4,2,0,5,5,9,5,1
1035,0,13,1,1,1,14,46.51,0.4,2.5,18.6,116.27,0.02,6.46,5,4,2,0,5,5,9,5,1
1036,0,44,5,4,5,88,423.05,0.08,12.57,33.66,5316.29,0.14,295.35,34,2,6,0,13,15,59,29,9
1037,0,6,1,1,1,11,34.87,0.25,4,8.72,139.48,0.01,7.75,4,0,0,0,6,3,7,4,1
1038,0,7,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1
1039,0,118,19,7,16,269,1614,0.05,18.98,85.04,30630.91,0.54,1701.72,93,2,16,1,18,46,172,97,37
1040,0,65,7,5,7,165,921.52,0.07,15,61.43,13822.78,0.31,767.93,49,1,8,1,15,33,99,66,13
1041,0,129,22,16,17,344,2086.73,0.04,25.53,81.73,53276.94,0.7,2959.83,109,1,13,0,19,48,215,129,43
1042,0,7,1,1,1,11,34.87,0.25,4,8.72,139.48,0.01,7.75,4,0,1,0,6,3,7,4,1
1043,0,44,5,4,5,88,423.05,0.08,12.57,33.66,5316.29,0.14,295.35,34,2,6,0,13,15,59,29,9
1044,0,14,1,1,1,14,46.51,0.4,2.5,18.6,116.27,0.02,6.46,5,4,3,0,5,5,9,5,1
1045,0,6,1,1,1,8,24,0.29,3.5,6.86,84,0.01,4.67,2,2,0,0,7,1,7,1,1
1046,0,2,2,1,1,11,36.54,0.29,3.5,10.44,127.89,0.01,7.11,0,0,0,0,7,3,8,3,3
1047,0,2,1,1,1,5,11.61,0.5,2,5.8,23.22,0,1.29,0,0,0,0,4,1,4,1,1
1048,0,2,2,1,1,11,34.87,0.25,4,8.72,139.48,0.01,7.75,0,0,0,0,6,3,7,4,3
1049,0,58,5,3,4,122,684.99,0.09,10.6,64.62,7260.94,0.23,403.39,36,14,6,0,14,35,69,53,9
1050,0,4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1
1051,0,75,10,5,9,181,982.15,0.06,17.14,57.29,16836.92,0.33,935.38,58,5,10,0,15,28,117,64,19
1052,0,95,18,13,14,237,1337.59,0.04,24.75,54.04,33105.44,0.45,1839.19,80,3,10,0,18,32,149,88,35
1053,0,18,2,1,2,33,132,0.14,7.07,18.67,933.43,0.04,51.86,14,0,2,0,9,7,22,11,3
1054,0,6,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,4,0,0,0,5,3,6,3,1
1055,0,2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1
1056,0,47,7,6,5,133,717.18,0.05,21.07,34.05,15107.52,0.24,839.31,39,1,5,0,19,23,82,51,13
1057,0,10,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,4,2,2,0,5,3,6,3,1
1058,0,2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1
1059,0,2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1
1060,0,2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1
1061,0,27,2,1,2,54,237.19,0.13,7.88,30.12,1867.83,0.08,103.77,16,5,4,0,9,12,33,21,3
1062,0,27,2,1,2,54,237.19,0.13,7.88,30.12,1867.83,0.08,103.77,16,5,4,0,9,12,33,21,3
1063,0,27,2,1,2,50,216.1,0.13,7.77,27.8,1679.66,0.07,93.31,16,5,4,0,9,11,31,19,3
1064,0,36,5,1,5,75,356.62,0.08,12.54,28.45,4470.44,0.12,248.36,26,4,4,0,13,14,48,27,9
1065,0,38,4,4,4,69,331.71,0.07,13.85,23.96,4592.87,0.11,255.16,27,6,3,0,15,13,45,24,7
1066,0,81,7,1,6,174,971.78,0.07,14.32,67.87,13914.17,0.32,773.01,61,8,10,0,15,33,111,63,13
1067,0,26,2,1,2,43,179.31,0.13,8,22.41,1434.45,0.06,79.69,15,5,4,0,9,9,27,16,3
1068,0,8,1,1,1,10,30,0.22,4.5,6.67,135,0.01,7.5,4,2,0,0,6,2,7,3,1
1069,0,71,10,8,10,168,894.08,0.05,18.3,48.86,16361.74,0.3,908.99,61,0,8,0,15,25,107,61,18
1070,0,70,10,8,10,167,888.76,0.06,16.42,54.12,14596.21,0.3,810.9,61,0,7,0,14,26,106,61,18
1071,0,1,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1
1072,0,4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,0,3,2,3,2,1
1073,0,1,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1
1074,0,1,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1
1075,0,1,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1
1076,0,4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,0,3,2,3,2,1
1077,0,4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,0,3,2,3,2,1
1078,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1079,0,4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,0,3,2,3,2,1
1080,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1081,0,3,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1
1082,0,2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1
1083,0,85,11,6,9,211,1246.35,0.04,27.33,45.6,34067.01,0.42,1892.61,72,2,9,0,24,36,129,82,21
1084,0,150,17,8,15,317,1894.8,0.03,35.08,54.02,66460.03,0.63,3692.22,92,13,34,9,23,40,195,122,33
1085,0,148,19,12,14,396,2551.41,0.03,37.49,68.05,95656.09,0.85,5314.23,116,11,19,0,28,59,238,158,37
1086,0,2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1
1087,0,3,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1
1088,0,155,24,19,18,407,2535.13,0.03,31.5,80.48,79856.57,0.85,4436.48,134,2,17,0,21,54,245,162,47
1089,0,4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1
1090,0,118,14,11,11,328,2073.59,0.04,26.55,78.1,55057.45,0.69,3058.75,94,3,19,0,22,58,188,140,27
1091,0,108,12,11,10,276,1636.88,0.05,21.35,76.67,34945.56,0.55,1941.42,88,3,15,0,18,43,174,102,23
1092,0,8,2,1,2,14,44.38,0.11,8.75,5.07,388.32,0.01,21.57,6,0,0,0,7,2,9,5,3
1093,0,32,6,1,4,58,250.67,0.09,10.64,23.57,2666.24,0.08,148.12,21,8,1,0,9,11,32,26,11
1094,0,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1095,0,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1096,0,10,2,1,2,15,51.89,0.23,4.38,11.86,227.03,0.02,12.61,6,1,1,0,7,4,10,5,3
1097,0,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1098,0,46,2,1,2,97,505.32,0.13,7.59,66.55,3836.67,0.17,213.15,22,5,5,12,10,27,56,41,3
1099,0,12,1,1,1,18,57.06,0.27,3.75,15.22,213.97,0.02,11.89,6,4,0,0,5,4,12,6,1
1100,0,15,2,1,2,28,106.61,0.2,5,21.32,533.03,0.04,29.61,13,0,0,0,7,7,18,10,3
1101,0,7,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,4,1,0,0,5,3,6,3,1
1102,0,7,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,4,1,0,0,5,3,6,3,1
1103,0,11,1,1,1,18,57.06,0.27,3.75,15.22,213.97,0.02,11.89,6,3,0,0,5,4,12,6,1
1104,0,42,5,5,4,95,498.55,0.05,18.89,26.39,9417.11,0.17,523.16,29,4,5,2,20,18,61,34,9
1105,0,85,6,1,6,187,1060.74,0.06,17.14,61.88,18184.17,0.35,1010.23,56,17,7,3,16,35,112,75,11
1106,0,11,1,1,1,18,57.06,0.27,3.75,15.22,213.97,0.02,11.89,6,3,0,0,5,4,12,6,1
1107,0,4,1,1,1,9,28.53,0.33,3,9.51,85.59,0.01,4.75,2,0,0,0,6,3,6,3,1
1108,0,6,1,1,1,15,53.77,0.29,3.5,15.36,188.21,0.02,10.46,2,0,0,0,7,5,10,5,1
1109,0,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1110,0,10,1,1,1,16,55.35,0.28,3.6,15.38,199.26,0.02,11.07,6,0,0,1,6,5,10,6,1
1111,0,10,1,1,1,16,55.35,0.28,3.6,15.38,199.26,0.02,11.07,6,0,0,1,6,5,10,6,1
1112,0,19,1,1,1,18,57.06,0.27,3.75,15.22,213.97,0.02,11.89,6,4,0,0,5,4,12,6,1
1113,0,78,10,1,10,168,816.14,0.06,16.5,49.46,13466.32,0.27,748.13,57,6,6,0,11,18,114,54,19
1114,0,68,5,1,5,144,771.49,0.07,15.29,50.46,11794.86,0.26,655.27,51,3,6,0,15,26,91,53,9
1115,0,61,8,5,8,142,760.77,0.05,18.78,40.5,14289.29,0.25,793.85,48,3,6,0,18,23,94,48,15
1116,0,2,1,1,1,3,4.75,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1
1117,0,6,1,1,1,9,25.27,0.67,1.5,16.84,37.9,0.01,2.11,2,1,0,1,3,4,5,4,1
1118,0,25,1,1,1,82,433.4,0.23,4.27,101.6,1848.73,0.14,102.71,16,1,3,3,7,32,43,39,1
1119,0,2,1,1,1,3,4.75,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1
1120,0,2,1,1,1,3,4.75,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1
1121,0,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1122,0,3,1,1,1,2,2,2,0.5,4,1,0,0.06,2,0,0,0,1,1,1,1,1
1123,0,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1124,0,18,2,1,2,26,106.27,0.16,6.19,17.18,657.57,0.04,36.53,14,0,0,0,9,8,15,11,3
1125,0,16,2,1,2,25,100,0.16,6.43,15.56,642.86,0.03,35.71,13,0,0,0,9,7,15,10,3
1126,0,4,1,1,1,6,15.51,0.5,2,7.75,31.02,0.01,1.72,2,0,0,0,4,2,4,2,1
1127,0,48,5,5,4,125,665.24,0.06,18,36.96,11974.34,0.22,665.24,36,4,2,4,18,22,81,44,9
1128,0,28,2,1,2,64,300.83,0.12,8.57,35.1,2578.53,0.1,143.25,24,0,2,0,12,14,44,20,5
1129,0,1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1
1130,0,28,2,1,2,65,305.53,0.12,8.57,35.65,2618.82,0.1,145.49,24,0,2,0,12,14,45,20,5
1131,0,75,5,1,5,154,845.75,0.07,14,60.41,11840.44,0.28,657.8,58,2,9,0,15,30,98,56,9
1132,0,14,1,1,1,18,57.06,0.27,3.75,15.22,213.97,0.02,11.89,6,3,0,0,5,4,12,6,1
1133,0,8,1,1,1,17,58.81,0.28,3.6,16.34,211.72,0.02,11.76,6,0,0,0,6,5,11,6,1
1134,0,2,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,0,0,0,0,5,2,5,2,1
1135,0,65,7,7,5,169,943.86,0.05,19.98,47.23,18860.9,0.31,1047.82,48,6,5,4,19,29,108,61,13
1136,0,54,6,5,4,139,754.25,0.06,17.64,42.76,13304.98,0.25,739.17,41,5,3,3,18,25,90,49,11
1137,0,13,2,1,2,29,110.41,0.15,6.67,16.56,736.09,0.04,40.89,9,1,1,0,8,6,19,10,3
1138,0,18,2,1,2,35,136.74,0.15,6.86,19.94,937.65,0.05,52.09,14,0,2,0,8,7,23,12,3
1139,0,5,1,1,1,11,36.54,0.33,3,12.18,109.62,0.01,6.09,2,0,0,0,6,4,7,4,1
1140,0,4,1,1,1,9,28.53,0.33,3,9.51,85.59,0.01,4.75,2,0,0,0,6,3,6,3,1
1141,0,4,1,1,1,9,28.53,0.33,3,9.51,85.59,0.01,4.75,2,0,0,0,6,3,6,3,1
1142,0,5,1,1,1,11,36.54,0.33,3,12.18,109.62,0.01,6.09,2,0,0,0,6,4,7,4,1
1143,0,12,1,1,1,34,136,0.17,6,22.67,816,0.05,45.33,7,0,1,0,8,8,22,12,1
1144,0,12,1,1,1,34,136,0.17,6,22.67,816,0.05,45.33,7,0,1,0,8,8,22,12,1
1145,0,46,5,5,4,109,583.97,0.06,17.27,33.81,10086.81,0.19,560.38,31,6,5,2,19,22,69,40,9
1146,0,47,5,5,4,112,611.46,0.06,17.5,34.94,10700.49,0.2,594.47,32,5,6,2,20,24,70,42,9
1147,0,39,4,1,4,70,350,0.1,9.92,35.28,3472.37,0.12,192.91,23,4,5,5,13,19,41,29,7
1148,0,2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1
1149,0,2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1
1150,0,2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1
1151,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1152,0,9,1,1,1,14,46.51,0.27,3.75,12.4,174.4,0.02,9.69,5,0,0,1,6,4,9,5,1
1153,0,9,1,1,1,14,46.51,0.27,3.75,12.4,174.4,0.02,9.69,5,0,0,1,6,4,9,5,1
1154,0,49,4,3,3,139,796.18,0.07,14.4,55.28,11467.22,0.27,637.07,35,1,6,0,17,36,78,61,7
1155,0,1,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1
1156,0,1,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1
1157,0,19,2,1,2,41,174.17,0.15,6.75,25.8,1175.61,0.06,65.31,14,0,2,1,9,10,26,15,3
1158,0,32,3,1,3,62,301.19,0.11,9.34,32.22,2814.29,0.1,156.35,23,4,3,0,13,16,39,23,5
1159,0,15,2,1,2,45,194.49,0.13,8,24.31,1555.89,0.06,86.44,12,0,0,0,10,10,29,16,3
1160,0,16,2,1,2,45,194.49,0.13,8,24.31,1555.89,0.06,86.44,13,0,0,0,10,10,29,16,3
1161,0,9,1,1,1,27,102.8,0.17,6,17.13,616.79,0.03,34.27,6,0,0,0,8,6,18,9,1
1162,0,16,1,1,1,34,144.43,0.17,5.85,24.69,844.91,0.05,46.94,9,1,1,0,9,10,21,13,1
1163,0,14,1,1,1,26,106.27,0.18,5.63,18.89,597.79,0.04,33.21,8,1,2,0,9,8,16,10,1
1164,0,9,1,1,1,27,102.8,0.17,6,17.13,616.79,0.03,34.27,6,0,0,0,8,6,18,9,1
1165,0,6,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,2,0,0,3,2,3,2,1
1166,0,17,2,1,2,53,236.35,0.13,7.92,29.85,1871.1,0.08,103.95,14,0,0,0,10,12,34,19,3
1167,0,17,2,1,2,53,236.35,0.13,7.92,29.85,1871.1,0.08,103.95,14,0,0,0,10,12,34,19,3
1168,0,15,2,1,2,45,194.49,0.13,8,24.31,1555.89,0.06,86.44,12,0,0,0,10,10,29,16,3
1169,0,16,2,1,2,52,231.89,0.13,7.92,29.29,1835.8,0.08,101.99,14,0,0,0,10,12,33,19,3
1170,0,22,2,1,2,36,144,0.21,4.67,30.86,672,0.05,37.33,14,3,2,1,7,9,24,12,3
1171,0,50,4,3,3,138,794.17,0.07,13.78,57.62,10946.73,0.26,608.15,36,2,6,0,17,37,78,60,7
1172,0,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1173,0,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1174,0,36,5,1,4,95,475,0.07,13.34,35.6,6337.5,0.16,352.08,30,0,1,0,13,19,56,39,9
1175,0,18,1,1,1,48,207.45,0.12,8.18,25.36,1697.34,0.07,94.3,10,1,1,1,9,11,28,20,1
1176,0,12,1,1,1,11,34.87,0.25,4,8.72,139.48,0.01,7.75,5,3,1,0,6,3,7,4,1
1177,0,25,3,1,3,78,370.88,0.09,11,33.72,4079.69,0.12,226.65,17,3,1,0,11,16,46,32,5
1178,0,13,2,1,2,32,125.02,0.18,5.69,21.98,711.05,0.04,39.5,9,1,2,0,7,8,19,13,3
1179,0,5,1,1,1,4,8,1,1,8,8,0,0.44,2,0,0,0,2,2,2,2,1
1180,0,3,1,1,1,4,8,1,1,8,8,0,0.44,2,0,0,0,2,2,2,2,1
1181,0,4,1,1,1,3,4.75,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1
1182,0,11,1,1,1,22,85.95,0.19,5.25,16.37,451.25,0.03,25.07,7,0,0,0,9,6,15,7,1
1183,0,45,7,3,7,112,579.03,0.07,14.95,38.72,8659.15,0.19,481.06,31,6,1,1,14,22,65,47,13
1184,0,13,2,1,2,23,82.45,0.14,7,11.78,577.18,0.03,32.07,9,0,0,0,7,5,13,10,3
1185,0,6,1,1,1,10,31.7,0.4,2.5,12.68,79.25,0.01,4.4,1,0,0,0,5,4,6,4,1
1186,0,16,1,1,1,8,24,0.4,2.5,9.6,60,0.01,3.33,3,6,2,0,5,3,5,3,1
1187,0,6,1,1,1,10,31.7,0.4,2.5,12.68,79.25,0.01,4.4,1,0,0,0,5,4,6,4,1
1188,0,2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1
1189,0,2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1
1190,0,2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1
1191,0,2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1
1192,0,42,5,3,5,107,539.75,0.1,10,53.98,5397.5,0.18,299.86,34,1,3,0,12,21,72,35,8
1193,0,2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1
1194,0,135,29,13,29,519,3125.61,0.03,36.77,85.01,114916,1.04,6384.22,126,2,3,1,18,47,327,192,57
1195,0,4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1
1196,0,4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1
1197,0,61,5,1,5,167,922.43,0.08,13,70.96,11991.65,0.31,666.2,51,1,6,0,13,33,101,66,9
1198,0,25,3,1,3,65,305.53,0.11,9.17,33.33,2800.68,0.1,155.59,17,2,1,0,11,15,40,25,5
1199,0,12,1,1,1,35,143.06,0.22,4.55,31.44,650.93,0.05,36.16,6,0,0,0,7,10,22,13,1
1200,0,44,5,3,5,99,495,0.08,13.22,37.44,6545,0.17,363.61,35,1,4,0,14,18,65,34,8
1201,0,4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1
1202,0,11,1,1,1,11,36.54,0.33,3,12.18,109.62,0.01,6.09,6,0,1,0,6,4,7,4,1
1203,0,57,9,1,6,121,599.46,0.07,14.76,40.61,8849.14,0.2,491.62,50,1,4,0,10,21,59,62,17
1204,0,39,9,7,7,137,708.28,0.05,21.6,32.79,15298.84,0.24,849.94,32,0,1,0,16,20,83,54,17
1205,0,4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,0,3,2,3,2,1
1206,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1207,0,4,1,1,1,5,11.61,0.5,2,5.8,23.22,0,1.29,2,0,0,0,4,1,4,1,1
1208,0,7,1,1,1,17,51,0.42,2.4,21.25,122.4,0.02,6.8,5,0,0,0,3,5,9,8,1
1209,0,7,2,1,2,8,20.68,0.2,5,4.14,103.4,0.01,5.74,5,0,0,0,5,1,6,2,3
1210,0,4,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
1211,0,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1212,0,4,1,1,1,5,11.61,0.5,2,5.8,23.22,0,1.29,2,0,0,0,4,1,4,1,1
